pre_release,version,downloads_count
2.14,1.4rc1,26
2.14,1.4.6,45
2.14,1.4.5,39
2.13,2.9rc1,142
2.13,2.9.3,2317
2.13,2.9.2,211
2.13,2.9.1,141
2.13,2.9,1253
2.13,2.8rc1,40
2.13,2.8.2,1069
2.13,2.8.1,911
2.13,2.8,458
2.13,2.7rc2,96
2.13,2.7rc1,30
2.13,2.7.4,1557
2.13,2.7.3,154
2.13,2.7.2,109
2.13,2.7.1,442
2.13,2.7,678
2.13,2.6rc1,31
2.13,2.6.3,504
2.13,2.6.2,357
2.13,2.6.1,206
2.13,2.6,55
2.13,2.5rc1,29
2.13,2.5.2,937
2.13,2.5.1,313
2.13,2.5,260
2.13,2.4rc1,30
2.13,2.4,401
2.13,2.3rc2,37
2.13,2.3rc1,31
2.13,2.3,545
2.13,2.2rc2,33
2.13,2.2rc1,30
2.13,2.2.2,145
2.13,2.2.1,74
2.13,2.2,64
2.13,2.1rc2,30
2.13,2.1rc1,30
2.13,2.13rc3,809
2.13,2.13rc2,407
2.13,2.13rc1,637
2.13,2.12rc1,38
2.13,2.12.4,20446
2.13,2.12.3,18527
2.13,2.12.2,1401
2.13,2.12.1,779
2.13,2.12,1619
2.13,2.11rc1,35
2.13,2.11.7,5313
2.13,2.11.6,2006
2.13,2.11.5,632
2.13,2.11.4,590
2.13,2.11.3,2289
2.13,2.11.2,709
2.13,2.11.1,965
2.13,2.11,606
2.13,2.10rc2,31
2.13,2.10rc1,31
2.13,2.10.2,5323
2.13,2.10.1,2457
2.13,2.10,523
2.13,2.1.3,119
2.13,2.1.2,50
2.13,2.1.1,63
2.13,2.1,74
2.13,2.0rc1,31
2.13,2.0b1,45
2.13,2.0.2,122
2.13,2.0.1,333
2.13,2.0,107
2.13,1.9rc1,36
2.13,1.9.1,62
2.13,1.9,63
2.13,1.8rc1,41
2.13,1.8.2,42
2.13,1.8.1,43
2.13,1.8,119
2.13,1.7rc1,29
2.13,1.7,78
2.13,1.6rc1,31
2.13,1.6.3,92
2.13,1.6.2,40
2.13,1.6.1,43
2.13,1.6,43
2.13,1.5rc1,28
2.13,1.5.3,47
2.13,1.5.2,85
2.13,1.5.1,41
2.13,1.5,44
2.13,1.4rc1,30
2.13,1.4.6,51
2.13,1.4.5,43
2.13,1.4.4,41
2.13,1.4.3,47
2.13,1.4.2,42
2.13,1.4.1,42
2.13,1.4,37
2.13,1.3rc1,32
2.13,1.3.1,45
2.13,1.3,44
2.13,1.2rc1,29
2.12,2.9rc1,130
2.12,2.9.3,5780
2.12,2.9.2,297
2.12,2.9.1,124
2.12,2.9,1312
2.12,2.8rc1,39
2.12,2.8.2,660
2.12,2.8.1,709
2.12,2.8,436
2.12,2.7rc2,32
2.12,2.7rc1,33
2.12,2.7.4,1825
2.12,2.7.3,637
2.12,2.7.2,160
2.12,2.7.1,374
2.12,2.7,375
2.12,2.6rc1,41
2.12,2.6.3,367
2.12,2.6.2,154
2.12,2.6.1,122
2.12,2.6,85
2.12,2.5rc1,33
2.12,2.5.2,360
2.12,2.5.1,230
2.12,2.5,382
2.12,2.4rc1,34
2.12,2.4,265
2.12,2.3rc2,37
2.12,2.3rc1,40
2.12,2.3,612
2.12,2.2rc2,39
2.12,2.2rc1,36
2.12,2.2.2,238
2.12,2.2.1,68
2.12,2.2,62
2.12,2.1rc2,36
2.12,2.1rc1,33
2.12,2.12rc1,396
2.12,2.11rc1,41
2.12,2.11.3,24645
2.12,2.11.2,2662
2.12,2.11.1,1334
2.12,2.11,1422
2.12,2.10rc2,35
2.12,2.10rc1,37
2.12,2.10.2,6521
2.12,2.10.1,1859
2.12,2.10,626
2.12,2.1.3,127
2.12,2.1.2,54
2.12,2.1.1,228
2.12,2.1,76
2.12,2.0rc1,33
2.12,2.0b1,52
2.12,2.0.2,68
2.12,2.0.1,384
2.12,2.0,88
2.12,1.9rc1,38
2.12,1.9.1,65
2.12,1.9,75
2.12,1.8rc1,38
2.12,1.8.2,60
2.12,1.8.1,51
2.12,1.8,82
2.12,1.7rc1,32
2.12,1.7,69
2.12,1.6rc1,35
2.12,1.6.3,66
2.12,1.6.2,79
2.12,1.6.1,68
2.12,1.6,50
2.12,1.5rc1,32
2.12,1.5.3,69
2.12,1.5.2,84
2.12,1.5.1,50
2.12,1.5,54
2.12,1.4rc1,33
2.12,1.4.6,53
2.12,1.4.5,51
2.12,1.4.4,50
2.12,1.4.3,55
2.12,1.4.2,51
2.12,1.4.1,54
2.12,1.4,47
2.12,1.3rc1,34
2.12,1.3.1,57
2.12,1.3,51
2.12,1.2rc1,38
2.12,1.2,55
2.12,1.1rc1,32
2.12,1.13rc1,32
2.12,1.13.4,735
2.12,1.13.3,57
2.12,1.13.2,54
2.12,1.13.1,92
2.12,1.13,63
2.12,1.12rc1,37
2.12,1.12.6,81
2.12,1.12.5,49
2.12,1.12.4,53
